id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
9332,Ted Cruz,1,yes,1,Negative,1,None of the above,1,,BigBoyBaker,,0,,,"Cruz takes to long between sentences.  I know he is really smart, but he doesn't sound that way.  #GOPDebates",,06/08/2015 20:34,6.29E+17,"Indiana, U.S.A.",Eastern Time (US & Canada)
9333,No candidate mentioned,1,yes,1,Negative,0.6552,None of the above,1,,lindzlovely,,47,,,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",,06/08/2015 20:34,6.29E+17,California,Pacific Time (US & Canada)
9334,No candidate mentioned,1,yes,1,Negative,0.6778,None of the above,0.6778,,msgoddessrises,,0,,,Not bad for a tipsy female who's blonde at the roots! 😂😂😂 #GOPDebates  https://t.co/orpUoLsK2R,,06/08/2015 20:34,6.29E+17,Viva Las Vegas NV.,Pacific Time (US & Canada)
9335,No candidate mentioned,1,yes,1,Negative,1,Abortion,1,,heatherhilless,,1,,,"Planned parenthood is performing half birth abortions, that is immoral, unconstitutional, and unethical #GOPdebates",,06/08/2015 20:34,6.29E+17,sc: heatherhilles18,
9336,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,VoiceOverPerson,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:33,6.29E+17,Georgia,Eastern Time (US & Canada)
9337,No candidate mentioned,1,yes,1,Neutral,0.6703,None of the above,1,,DebraGArevalo,,0,,,@DonnieWahlberg #GOPDebates then #DemocraticDebates Let's hope we have a decent set of candidates to vote for once it's all over.,,06/08/2015 20:33,6.29E+17,NW Florida,
9338,No candidate mentioned,1,yes,1,Negative,0.6629,None of the above,1,,khess0704,,43,,,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,,06/08/2015 20:33,6.29E+17,,
9339,No candidate mentioned,1,yes,1,Negative,0.6594,None of the above,0.6379,,slopokejohn,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:33,6.29E+17,All 48 states,
9340,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6932,,joe_rutkowski,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:33,6.29E+17,,Mountain Time (US & Canada)
9341,No candidate mentioned,1,yes,1,Neutral,1,None of the above,0.6961,,Ironic_Prods,,0,,,@4029Craig @4029Paige after the #GOPDebates http://t.co/AVkcv5aHqI,,06/08/2015 20:33,6.29E+17,,
9342,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,KimFangirls,,157,,,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",,06/08/2015 20:33,6.29E+17,,Pacific Time (US & Canada)
9343,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,pepper2005,,157,,,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",,06/08/2015 20:33,6.29E+17,louisiana,Central Time (US & Canada)
9344,Jeb Bush,1,yes,1,Negative,1,FOX News or Moderators,1,,elleryprescott,,0,,,That was political theatrics. It was obviously set up by #FoxNews to favor #JebBush. #GOPdebates,,06/08/2015 20:33,6.29E+17,"Taipei, Taiwan",Central Time (US & Canada)
9345,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,clbikesale,,157,,,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",,06/08/2015 20:33,6.29E+17,,
9346,No candidate mentioned,0.4302,yes,0.6559,Neutral,0.3656,FOX News or Moderators,0.2398,,JessicaLipman,,1,,,RT @TeasyRoosevelt: I can't believe I watched #foxnews for two hours. #GOPDebates #GOPDebate,,06/08/2015 20:33,6.29E+17,"Los Angeles, CA",Eastern Time (US & Canada)
9347,Ben Carson,0.6364,yes,1,Positive,1,None of the above,0.6364,,TheKeggers,,8,,,"RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.",,06/08/2015 20:33,6.29E+17,I-L-L,
9348,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,frangeladuo,,2,,,Can we do that? What r we saying? After both #GOPDebates tonight if we've learned 1 thing it's that anyone can run:) https://t.co/rTS5x2njM6,,06/08/2015 20:33,6.29E+17,"Los Angeles, CA",Pacific Time (US & Canada)
9349,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6667,,GizmoOlder,,0,,,"#GOP2016 hate all unions. #GOPDebates made it clear they have no respect, not even for teachers union.",,06/08/2015 20:32,6.29E+17,moved from CA to NC,
9350,Ted Cruz,0.6822,yes,1,Positive,0.3591,Jobs and Economy,0.6822,,pjmcandrews10,,149,,,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",,06/08/2015 20:32,6.29E+17,,
9351,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,_AmandaStar_,,157,,,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",,06/08/2015 20:32,6.29E+17,Atlanta ,Atlantic Time (Canada)
9352,No candidate mentioned,1,yes,1,Positive,0.6712,None of the above,1,,Nation_Greece,,66,,,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:32,6.29E+17,"Athens, Greece",
9353,Jeb Bush,1,yes,1,Negative,1,None of the above,1,,Cammy__K,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,06/08/2015 20:32,6.29E+17,"New York, NY",Pacific Time (US & Canada)
9354,John Kasich,1,yes,1,Neutral,0.6492,FOX News or Moderators,0.6693,,scottaxe,,1,,,"“@msgoddessrises: Maybe three! Kasich, Bush, Trump #GopDebates  https://t.co/4oFtErX4Ci” wouldn't surprise me.",,06/08/2015 20:32,6.29E+17,Los Angeles ,
9355,Donald Trump,1,yes,1,Negative,1,None of the above,1,,stevegreenberg,,5,,,RT @mbaratz: Is Trump a person or performance art? Serious question. #GOPDebates,,06/08/2015 20:32,6.29E+17,"Scottsdale, AZ USA",Arizona
9356,No candidate mentioned,0.4347,yes,0.6593,Neutral,0.6593,None of the above,0.4347,,AmericanSpringg,,4,,,"RT @FoxNewsMom: I'm psychic.

#GOPDebates http://t.co/WxAF0QVhI5",,06/08/2015 20:32,6.29E+17,Romans 8:38-39 Psalm 118,Pacific Time (US & Canada)
9357,No candidate mentioned,0.4036,yes,0.6353,Negative,0.6353,Healthcare (including Medicare),0.4036,,petergowen,,3,,,RT @jsn2007: They fixed the VA yet there are no mammogram machines at our only VA hospital. #gopdebates,,06/08/2015 20:32,6.29E+17,,Central Time (US & Canada)
9358,Donald Trump,1,yes,1,Positive,0.6534,FOX News or Moderators,1,,susanLl,,93,,,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",,06/08/2015 20:32,6.29E+17,,Pacific Time (US & Canada)
9359,No candidate mentioned,1,yes,1,Negative,0.6642,None of the above,1,,Nettan1971,,2,,,RT @PARISDENNARD: 3 hours of #GOPDebates is enough for one night and I love politics…,,06/08/2015 20:32,6.29E+17,Sweden,
9360,Donald Trump,1,yes,1,Positive,1,None of the above,1,,msgoddessrises,,0,,,LMFAO!! I'm drunk but I enjoyed that! #Trump #GOPDebates  https://t.co/2thNmyuENP,,06/08/2015 20:32,6.29E+17,Viva Las Vegas NV.,Pacific Time (US & Canada)
9361,Ben Carson,1,yes,1,Positive,1,None of the above,1,,sassyautodiva,,0,,,@RealBenCarson  very impressive  #GOPDebates,,06/08/2015 20:32,6.29E+17,NC,Eastern Time (US & Canada)
9362,No candidate mentioned,1,yes,1,Positive,1,None of the above,0.6559,,hmonkey5,,66,,,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:32,6.29E+17,,Central Time (US & Canada)
9363,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,jugiearmstrong,,157,,,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",,06/08/2015 20:32,6.29E+17,"Houston, TX",Central Time (US & Canada)
9364,No candidate mentioned,0.4214,yes,0.6492,Positive,0.6492,None of the above,0.4214,,abigailsweetpea,,66,,,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:32,6.29E+17,"honolulu, hawaii",Hawaii
9365,No candidate mentioned,1,yes,1,Positive,1,None of the above,1,,Tdotgirlx,,66,,,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:32,6.29E+17,"Toronto, Ontario",Atlantic Time (Canada)
9366,No candidate mentioned,0.4539,yes,0.6737,Positive,0.6737,None of the above,0.4539,,LoveRemarkableU,,66,,,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:32,6.29E+17,"In the D, loving Life",Eastern Time (US & Canada)
9367,Donald Trump,1,yes,1,Negative,0.6364,None of the above,1,,caitlynzucca,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,06/08/2015 20:32,6.29E+17,San Francisco,Pacific Time (US & Canada)
9368,No candidate mentioned,1,yes,1,Positive,1,None of the above,1,,SIUphotographer,,66,,,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:32,6.29E+17,,Central Time (US & Canada)
9369,No candidate mentioned,1,yes,1,Positive,1,None of the above,1,,FamousLove69,,66,,,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:32,6.29E+17,"Corona, California",Pacific Time (US & Canada)
9370,No candidate mentioned,1,yes,1,Positive,1,None of the above,1,,mandinddub69,,66,,,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:32,6.29E+17,Hamilton ontario Canada,Atlantic Time (Canada)
9371,No candidate mentioned,1,yes,1,Negative,0.6735,FOX News or Moderators,1,,edlaphil_ann,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:32,6.29E+17,,
9372,No candidate mentioned,1,yes,1,Positive,1,None of the above,1,,lakergirl6,,66,,,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:31,6.29E+17,california,
9373,Chris Christie,1,yes,1,Negative,1,None of the above,0.6413,,jennrios1191,,0,,,@ChrisChristie doesn't understand the Bill of Rights. @RandPaul does! #GOPDebate #GOPDebates Great job #randpaul,,06/08/2015 20:31,6.29E+17,,
9374,No candidate mentioned,1,yes,1,Positive,0.6484,None of the above,1,,Lenatierna,,66,,,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:31,6.29E+17,México DF,Central Time (US & Canada)
9375,No candidate mentioned,1,yes,1,Positive,0.6563,None of the above,1,,sprescott78,,66,,,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:31,6.29E+17,,
9376,No candidate mentioned,1,yes,1,Positive,1,None of the above,1,,taylor_sexton1,,66,,,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:31,6.29E+17,living with my demons,Arizona
9377,No candidate mentioned,1,yes,1,Positive,0.6596,FOX News or Moderators,0.6596,,Blue_Soldier_,,66,,,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:31,6.29E+17,Rabbit Hole,Pacific Time (US & Canada)
9378,No candidate mentioned,1,yes,1,Positive,1,None of the above,0.6969,,DonnieWahlberg,,66,,,Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,,06/08/2015 20:31,6.29E+17,US,Pacific Time (US & Canada)
9379,Donald Trump,1,yes,1,Positive,1,None of the above,0.6629,,BigBoyBaker,,0,,,"Trump doesn't care about political correctness, but he does care about America's future.  #GOPDebates",,06/08/2015 20:31,6.29E+17,"Indiana, U.S.A.",Eastern Time (US & Canada)
9380,Jeb Bush,0.4028,yes,0.6347,Negative,0.321,Immigration,0.4028,,CelesteWilson4,,21,,,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",,06/08/2015 20:31,6.29E+17,"Grants Pass, Oregon",Pacific Time (US & Canada)
9381,No candidate mentioned,1,yes,1,Negative,0.6804,FOX News or Moderators,0.6495,,DZMlovesDRUMS,,9,,,RT @SalMasekela: That moment you realize you're watching Fox News and your not in handcuffs. #GOPDebates http://t.co/5L9INki5SF,,06/08/2015 20:31,6.29E+17,Syracuse,Central Time (US & Canada)
9382,No candidate mentioned,1,yes,1,Negative,0.6667,None of the above,0.6667,,lmontheradio,,4,,,RT @jsn2007: What ever happened to the answers to how they were gonna take care of vets? #GOPDebates,,06/08/2015 20:31,6.29E+17,,Pacific Time (US & Canada)
9383,Ted Cruz,1,yes,1,Negative,1,None of the above,1,,fatmanonbatman2,,21,,,RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates,,06/08/2015 20:30,6.29E+17,california,
9384,Jeb Bush,0.6882,yes,1,Negative,0.6882,None of the above,0.6667,,Slick15Rk,,21,,,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",,06/08/2015 20:30,6.29E+17,"houston,tx",Central Time (US & Canada)
9385,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,monkeydogman,,155,,,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,,06/08/2015 20:30,6.29E+17,Alabama,Central Time (US & Canada)
9386,No candidate mentioned,1,yes,1,Negative,0.3773,Religion,0.7093,,BrittColacicco,,13,,,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",,06/08/2015 20:30,6.29E+17,United States,Eastern Time (US & Canada)
9387,No candidate mentioned,0.3974,yes,0.6304,Neutral,0.6304,None of the above,0.3974,,webbtee,,0,,,"What did you think of tonight's #GOPDebates?
Who's your pick for the Republican Nominee?
#SECPrimary... http://t.co/W3hbRAzu0a",,06/08/2015 20:30,6.29E+17,,Eastern Time (US & Canada)
9388,Marco Rubio,1,yes,1,Positive,1,None of the above,1,,DragonForce_One,,0,,,Rubio had the Best Attack of the night was from Marco Rubio on Hillary Clinton ... #TCOT #ccot #PJNET #gop #GOPDebates,,06/08/2015 20:30,6.29E+17,"Abbotsford, B.C.",Pacific Time (US & Canada)
9389,Jeb Bush,1,yes,1,Positive,0.6667,Immigration,0.6897,,felynerose,,21,,,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",,06/08/2015 20:30,6.29E+17,Florida,Atlantic Time (Canada)
9390,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,0.6667,,JDjwhite54,,132,,,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,,06/08/2015 20:30,6.29E+17,"Toledo, Oh.",
9391,No candidate mentioned,1,yes,1,Negative,0.7044,None of the above,1,,PARISDENNARD,,2,,,3 hours of #GOPDebates is enough for one night and I love politics…,,06/08/2015 20:30,6.29E+17,Washington DC,Eastern Time (US & Canada)
9392,No candidate mentioned,0.4133,yes,0.6429,Negative,0.6429,FOX News or Moderators,0.4133,,CSimon7777777,,157,,,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",,06/08/2015 20:30,6.29E+17,,Central Time (US & Canada)
9393,Marco Rubio,0.6322,yes,1,Positive,0.7126,None of the above,1,,lcbaleme,,0,,,"Jeb is a swell guy, and Donald is gruff. I'm a Marco Rubio fan #GOPDebates",,06/08/2015 20:30,6.29E+17,"Seattle / Tacoma, Washington",Pacific Time (US & Canada)
9394,Mike Huckabee,0.6429,yes,1,Positive,1,None of the above,1,,thetomzone,,0,,,Great jobs from Mike Huckabee and Donald Trump competing to see who can be the president from Escape From New York tonight. #GOPDebates,,06/08/2015 20:30,6.29E+17,"Harlem, NYC",Central Time (US & Canada)
9395,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,BrianH630,,157,,,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",,06/08/2015 20:30,6.29E+17,,Central Time (US & Canada)
9396,Marco Rubio,1,yes,1,Positive,1,None of the above,0.6456,,BigBoyBaker,,0,,,"Love how Rubio said the election is not about resumes, but ideas for the future and a high tech future. #GOPDebates",,06/08/2015 20:29,6.29E+17,"Indiana, U.S.A.",Eastern Time (US & Canada)
9397,No candidate mentioned,1,yes,1,Neutral,0.6515,None of the above,1,,spindlespindle1,,19,,,RT @BethBehrs: Classy. #GOPDebates  https://t.co/pZpyl1rdU6,,06/08/2015 20:29,6.29E+17,San Leandro/San Francisco,Pacific Time (US & Canada)
9398,Jeb Bush,0.6949,yes,1,Negative,0.6949,None of the above,1,,AbsurdiaMorning,,9,,,RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates,,06/08/2015 20:29,6.29E+17,Suburban NE Ohio,
9399,No candidate mentioned,0.4344,yes,0.6591,Negative,0.3636,None of the above,0.4344,,AngieJoon,,47,,,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",,06/08/2015 20:29,6.29E+17,Kansas,Central Time (US & Canada)
9400,No candidate mentioned,1,yes,1,Negative,1,Racial issues,1,,pkhinkle,,6,,,RT @monaeltahawy: Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates,,06/08/2015 20:29,6.29E+17,Blue Dot island in TN hotmess,Central Time (US & Canada)
9401,No candidate mentioned,1,yes,1,Negative,0.6774,FOX News or Moderators,0.6774,,TribalWellness,,0,,,Media will twist and turn good to bad and bad to good #GOPDebates,,06/08/2015 20:29,6.29E+17,UNIVERSAL,Central Time (US & Canada)
9402,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,tegodreaux,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:29,6.29E+17,nyc,Eastern Time (US & Canada)
9403,Donald Trump,1,yes,1,Negative,0.6739,FOX News or Moderators,1,,WhitneyDockrey,,0,,,If there's one thing we can be certain of... It's that @FoxNews does not want @realDonaldTrump to win. #GOPdebates,,06/08/2015 20:29,6.29E+17,Georgetown University,Central Time (US & Canada)
9404,No candidate mentioned,1,yes,1,Neutral,0.6593,None of the above,1,,DLPTony,,0,,,This. Is. Funny! ~ @kerrywashington #GOPDebates #GOPDebate #potus  https://t.co/XOgPjTJify,,06/08/2015 20:29,6.29E+17,Midtown Atlanta!,Eastern Time (US & Canada)
9405,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,thenurse75,,3,,,RT @SupermanHotMale: This #GopDebates makes me realize we have to raise the standards of who we let our kids listen to.,,06/08/2015 20:29,6.29E+17,Kelsey California,Pacific Time (US & Canada)
9406,Jeb Bush,1,yes,1,Negative,1,None of the above,1,,EnigmaNetxx,,18,,,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",,06/08/2015 20:29,6.29E+17,CALIFORNIA ~ South & North  ,Pacific Time (US & Canada)
9407,No candidate mentioned,0.4492,yes,0.6702,Negative,0.6702,FOX News or Moderators,0.4492,,firedup99,,4,,,"RT @FoxNewsMom: I'm psychic.

#GOPDebates http://t.co/WxAF0QVhI5",,06/08/2015 20:29,6.29E+17,,
9408,No candidate mentioned,1,yes,1,Neutral,0.3587,Racial issues,0.6957,,sankofa_bird,,0,,,"Republicans: ""I have a black friend and a gay friend. They're the same person. I can only expand so much. 'Murica."" #GOPDebates",,06/08/2015 20:29,6.29E+17,Are you new? ,Arizona
9409,No candidate mentioned,1,yes,1,Negative,0.6787,None of the above,1,,Destinbeach22,,43,,,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,,06/08/2015 20:29,6.29E+17,,Central Time (US & Canada)
9410,No candidate mentioned,0.4204,yes,0.6484,Negative,0.6484,None of the above,0.4204,,AuberHirsch,,43,,,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,,06/08/2015 20:29,6.29E+17,NewYork,
9411,No candidate mentioned,0.4594,yes,0.6778,Negative,0.3444,Religion,0.4594,,HAMDIRIFAI,,14,,,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,,06/08/2015 20:29,6.29E+17,"New York, NY",Eastern Time (US & Canada)
9412,No candidate mentioned,1,yes,1,Negative,0.6907,Abortion,0.6701,,chkl8dva,,1,,,RT @fieldnegro: What about the life of the woman who is carrying the baby? #GOPDebates,,06/08/2015 20:29,6.29E+17,,
9413,Donald Trump,1,yes,1,Negative,0.694,FOX News or Moderators,1,,TizzylixAnna,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,06/08/2015 20:29,6.29E+17,new york,
9414,Chris Christie,1,yes,1,Negative,1,None of the above,0.6484,,GadgetGirlMY,,7,,,RT @jsc1835: Chris Christie - You want to increase our military troops?  While the GOP in Congress vote AGAINST veterans...  #GOPDebates,,06/08/2015 20:28,6.29E+17,Bay Area,Pacific Time (US & Canada)
9415,Jeb Bush,1,yes,1,Positive,1,Immigration,1,,2ndAmendmentMom,,21,,,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",,06/08/2015 20:28,6.29E+17,,Atlantic Time (Canada)
9416,Rand Paul,0.3974,yes,0.6304,Neutral,0.6304,None of the above,0.3974,,wikalinska,,5,,,"RT @SalMasekela: Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates",,06/08/2015 20:28,6.29E+17,,
9417,Rand Paul,0.6364,yes,1,Negative,1,None of the above,1,,TeresaSpencer1,,0,,,Rand Paul's hair may be worse than Trumps!#GOPDebates,,06/08/2015 20:28,6.29E+17,"Aurora, Illinois",Central Time (US & Canada)
9418,Jeb Bush,1,yes,1,Negative,1,Immigration,0.6888,,blueocean5454,,21,,,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",,06/08/2015 20:28,6.29E+17,,
9419,No candidate mentioned,0.4853,yes,0.6966,Neutral,0.3596,None of the above,0.4853,,FBOMBINATION,,0,,,In honor of the #GOPDebates  in Cleveland https://t.co/oObw167xIQ,,06/08/2015 20:28,6.29E+17,,
9420,Donald Trump,1,yes,1,Negative,1,None of the above,1,,pamelarae32,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,,06/08/2015 20:28,6.29E+17,,
9421,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,1,,msgoddessrises,,0,,,#Trump is failing the #FoxNews focus poll I knew he would. He bombed! Never attack a conservative woman. #GopDebates https://t.co/584A2xK2Wf,,06/08/2015 20:28,6.29E+17,Viva Las Vegas NV.,Pacific Time (US & Canada)
9422,Ben Carson,1,yes,1,Positive,1,None of the above,1,,kimlax2,,8,,,"RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.",,06/08/2015 20:28,6.29E+17,,Eastern Time (US & Canada)
9423,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,RobynSChilson,,64,,,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",,06/08/2015 20:28,6.29E+17,Pennsylvania,Atlantic Time (Canada)
9424,No candidate mentioned,1,yes,1,Negative,0.6966,FOX News or Moderators,1,,JungleRamar,,0,,,#GOPDebates on Fox. Where else? The Sloth Network?,,06/08/2015 20:27,6.29E+17,,Central Time (US & Canada)
9425,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,JessicaDeskins,,157,,,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",,06/08/2015 20:27,6.29E+17,,Quito
9426,No candidate mentioned,0.4218,yes,0.6495,Negative,0.6495,Foreign Policy,0.4218,,cakelover726,,57,,,RT @PamelaGeller: Jim Gilmore is clueless on #ISIS. It's not a state? They already rule an area larger than the United Kingdom.  #GOPdebates,,06/08/2015 20:27,6.29E+17,,
9427,No candidate mentioned,1,yes,1,Neutral,0.6932,None of the above,1,,DDsSpeaks,,19,,,RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,,06/08/2015 20:27,6.29E+17,"Washington, DC ",Eastern Time (US & Canada)
9428,No candidate mentioned,1,yes,1,Neutral,1,Religion,0.6614,,schneidercathy1,,14,,,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,,06/08/2015 20:27,6.29E+17,,
9429,No candidate mentioned,1,yes,1,Negative,0.6556,None of the above,1,,JhRuss1225,,43,,,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,,06/08/2015 20:27,6.29E+17,,
9430,No candidate mentioned,0.4548,yes,0.6744,Negative,0.3374,FOX News or Moderators,0.2275,,diana_west_,,4,,,"RT @FoxNewsMom: I'm psychic.

#GOPDebates http://t.co/WxAF0QVhI5",,06/08/2015 20:27,6.29E+17,,
9431,John Kasich,1,yes,1,Positive,1,None of the above,1,,Vandaluste,,2,,,"RT @SalMasekela: Kasich, it may be the booze talking....but I think I like you man. #GOPDebates",,06/08/2015 20:27,6.29E+17,,
